DetectionID,Timestamp,Zone,DwellTime_s,EngagementScore,AI_Confidence
ANON-c98aae,2026-02-25 02:55:26,Checkout,156.86,65.58,0.96
ANON-c90634,2026-02-25 02:58:41,High-Conv,422.96,87.2,0.95
ANON-9ad614,2026-02-25 03:01:52,Checkout,115.29,70.75,0.86
ANON-1a136f,2026-02-25 03:03:07,Checkout,100.36,65.36,0.98
ANON-d6d188,2026-02-25 03:06:57,Checkout,153.48,59.07,0.94
ANON-f242be,2026-02-25 03:08:42,Entrance,13.84,34.47,0.73
ANON-de86ea,2026-02-25 03:08:59,High-Conv,223.35,71.97,0.93
ANON-738fdc,2026-02-25 03:12:00,High-Conv,275.46,89.45,0.94
ANON-ec7a60,2026-02-25 03:12:22,High-Conv,369.55,87.43,0.88
ANON-5edae1,2026-02-25 03:18:15,High-Conv,223.39,70.62,0.87
ANON-7b5be3,2026-02-25 03:18:30,Entrance,43.6,32.9,0.74
ANON-d29b76,2026-02-25 03:20:40,High-Conv,265.26,80.32,0.93
ANON-589911,2026-02-25 03:21:49,High-Conv,206.91,79.49,0.98
ANON-8cbc2b,2026-02-25 03:24:31,High-Conv,365.88,90.57,0.96
ANON-146027,2026-02-25 03:24:33,Entrance,18.57,41.82,0.71
ANON-74f389,2026-02-25 03:26:13,Checkout,169.7,71.65,0.94
ANON-15e99e,2026-02-25 03:26:45,Entrance,33.33,43.85,0.76
ANON-63fa54,2026-02-25 03:27:06,High-Conv,113.7,61.9,0.88
ANON-6a7d72,2026-02-25 03:28:02,High-Conv,436.52,96.72,0.85
ANON-294527,2026-02-25 03:28:11,Entrance,17.15,25.72,0.83
ANON-c3e995,2026-02-25 03:29:17,Checkout,106.58,62.6,0.93
ANON-61207e,2026-02-25 03:30:49,Checkout,157.55,62.78,0.9
ANON-c809de,2026-02-25 03:32:49,Checkout,133.03,65.83,0.95
ANON-fd8a82,2026-02-25 03:38:23,Entrance,30.8,42.44,0.68
ANON-65b1a9,2026-02-25 03:38:42,Checkout,87.07,61.87,0.93
ANON-365eb9,2026-02-25 03:41:02,Entrance,6.88,21.95,0.77
ANON-e15249,2026-02-25 03:41:02,High-Conv,480.59,92.34,0.87
ANON-427436,2026-02-25 03:44:45,High-Conv,408.82,82.32,0.95
ANON-7da79c,2026-02-25 03:45:58,Checkout,6002.61,31.972649929170565,0.87
ANON-f498a2,2026-02-25 03:46:11,High-Conv,217.27,70.68,0.92
ANON-03ea83,2026-02-25 03:48:16,High-Conv,279.53,77.62,0.95
ANON-ca9b19,2026-02-25 03:48:17,High-Conv,375.21,77.99,0.85
ANON-d2d464,2026-02-25 03:49:09,Checkout,117.65,65.6,0.94
ANON-28167b,2026-02-25 03:50:09,Entrance,24.83,45.92,0.86
ANON-be9b1d,2026-02-25 03:50:38,High-Conv,183.56,66.54,0.97
ANON-0b0bdb,2026-02-25 03:50:43,Checkout,114.52,56.06,0.9
ANON-14fcfb,2026-02-25 03:51:14,Entrance,21.92,35.33,0.74
ANON-e32d0f,2026-02-25 03:52:56,Checkout,73.39,48.32,0.88
ANON-8affa8,2026-02-25 03:53:10,Entrance,30.45,36.02,0.71
ANON-a38f3f,2026-02-25 03:53:32,Entrance,25.29,27.24,0.79
ANON-9dcf2c,2026-02-25 03:57:53,High-Conv,539.57,100.0,0.98
ANON-c9d0bd,2026-02-25 04:00:12,Checkout,65.33,52.81,0.92
ANON-874647,2026-02-25 04:02:26,Checkout,121.39,65.94,0.95
ANON-95b145,2026-02-25 04:03:50,Checkout,99.22,61.84,0.87
ANON-9bbd6e,2026-02-25 04:04:46,Checkout,110.72,67.43,0.93
ANON-cf59c9,2026-02-25 04:11:45,Entrance,25.23,32.43,0.65
ANON-a0427e,2026-02-25 04:14:15,Entrance,46.04,44.58,0.87
ANON-22e0e8,2026-02-25 04:16:15,High-Conv,228.89,79.33,0.87
ANON-b8525e,2026-02-25 04:17:24,Entrance,30.84,46.54,0.74
ANON-aca54e,2026-02-25 04:18:14,Checkout,155.76,71.21,0.98
ANON-dcc23d,2026-02-25 04:19:14,High-Conv,447.82,91.43,0.94
ANON-8be658,2026-02-25 04:21:06,High-Conv,307.55,86.1,0.91
ANON-4ad12c,2026-02-25 04:24:52,Entrance,31.58,41.36,0.69
ANON-caadb7,2026-02-25 04:25:23,High-Conv,388.34,83.98,0.92
ANON-ca6298,2026-02-25 04:26:41,High-Conv,271.01,72.62,0.92
ANON-8fbb1c,2026-02-25 04:32:25,High-Conv,225.88,81.34,0.87
ANON-656886,2026-02-25 04:34:13,Checkout,54.15,51.3,0.88
ANON-3c57c8,2026-02-25 04:34:23,Entrance,33.52,42.03,0.79
ANON-8d0be2,2026-02-25 04:35:18,Entrance,38.37,43.01,0.81
ANON-2a5062,2026-02-25 04:40:10,Entrance,32.64,30.07,0.85
ANON-042a62,2026-02-25 04:40:25,Checkout,91.15,58.81,0.93
ANON-65b807,2026-02-25 04:41:55,Checkout,91.04,51.96,0.97
ANON-d93a2e,2026-02-25 04:42:58,Entrance,29.73,34.5,0.74
ANON-dc7bea,2026-02-25 04:43:14,High-Conv,405.78,96.42,0.88
ANON-d63464,2026-02-25 04:48:12,High-Conv,397.77,95.76,0.93
ANON-9f4499,2026-02-25 04:58:17,High-Conv,463.3,92.69,0.93
ANON-94cc2b,2026-02-25 05:01:13,High-Conv,317.72,88.37,0.93
ANON-512d60,2026-02-25 05:07:07,Checkout,151.17,68.42,0.86
ANON-d398d5,2026-02-25 05:08:20,Checkout,93.6,56.58,0.9
ANON-765ab4,2026-02-25 05:10:05,High-Conv,484.7,98.88,0.87
ANON-a4885d,2026-02-25 05:11:14,Checkout,100.13,60.43,0.9
ANON-fc8140,2026-02-25 05:12:42,Checkout,102.94,58.04,0.93
ANON-7ab44c,2026-02-25 05:14:48,High-Conv,328.54,85.64,0.9
ANON-fc65d6,2026-02-25 05:14:56,Checkout,90.56,61.44,0.96
ANON-48a3b3,2026-02-25 05:16:02,Entrance,17.73,34.1,0.85
ANON-9c3d72,2026-02-25 05:20:39,High-Conv,197.94,73.37,0.95
ANON-f205d4,2026-02-25 05:22:09,High-Conv,312.19,83.33,0.98
ANON-57b6a6,2026-02-25 05:22:48,High-Conv,374.23,89.8,0.91
ANON-eb26ce,2026-02-25 05:23:53,Entrance,40.92,42.45,0.83
ANON-e66a52,2026-02-25 05:24:08,Entrance,37.5,44.78,0.7
ANON-acae75,2026-02-25 05:25:52,Entrance,49.28,54.11,0.86
ANON-02632d,2026-02-25 05:27:04,High-Conv,345.37,77.48,0.87
ANON-bf3554,2026-02-25 05:29:15,Entrance,24.44,38.31,0.71
ANON-e669f6,2026-02-25 05:30:52,High-Conv,310.01,83.4,0.87
ANON-c5c64e,2026-02-25 05:33:08,High-Conv,376.98,83.47,0.96
ANON-b07e04,2026-02-25 05:35:10,High-Conv,426.9,92.36,0.96
ANON-6d5bdb,2026-02-25 05:40:23,High-Conv,119.38,71.14,0.95
ANON-5998d0,2026-02-25 05:47:32,High-Conv,574.23,100.0,0.99
ANON-441faa,2026-02-25 05:47:50,Checkout,192.4,72.42,0.95
ANON-ba34e2,2026-02-25 05:51:48,Checkout,141.88,64.85,0.85
ANON-9c1f64,2026-02-25 05:52:57,Entrance,6239.84,25.213222274258648,0.74
ANON-34de96,2026-02-25 05:58:54,High-Conv,657.49,93.38,0.93
ANON-c46037,2026-02-25 05:59:56,High-Conv,183.73,73.23,0.89
ANON-6320db,2026-02-25 06:03:40,Checkout,118.12,59.64,0.86
ANON-c3ed68,2026-02-25 06:06:58,High-Conv,462.93,95.64,0.99
ANON-692b7e,2026-02-25 06:07:30,Checkout,12903.84,33.02036488244083,0.9
ANON-90a27d,2026-02-25 06:13:07,High-Conv,361.73,84.38,0.99
ANON-1b308c,2026-02-25 06:13:31,High-Conv,311.55,84.31,0.94
ANON-c49e4c,2026-02-25 06:13:37,High-Conv,229.42,76.13,0.89
ANON-8ddc96,2026-02-25 06:14:49,High-Conv,289.95,79.83,0.97
ANON-5fd89d,2026-02-25 06:15:29,Entrance,37.31,37.83,0.83
ANON-bb1f6b,2026-02-25 06:16:11,Entrance,27.73,38.07,0.72
ANON-de042f,2026-02-25 06:28:55,Entrance,36.77,38.25,0.82
ANON-eeaa53,2026-02-25 06:29:40,High-Conv,411.51,85.8,0.99
ANON-45b23a,2026-02-25 06:38:39,Checkout,164.9,70.73,0.87
ANON-abae31,2026-02-25 06:39:13,High-Conv,203.84,80.28,0.97
ANON-df3ebe,2026-02-25 06:43:36,Entrance,29.25,46.47,0.68
ANON-adda1e,2026-02-25 06:45:38,Checkout,158.03,69.87,0.96
ANON-f6762e,2026-02-25 06:45:43,Checkout,96.52,63.29,0.86
ANON-704555,2026-02-25 06:46:25,Checkout,18.38,40.07,0.9
ANON-6fb7cc,2026-02-25 06:47:58,High-Conv,163.09,70.94,0.99
ANON-61fea1,2026-02-25 06:48:57,Entrance,12.79,37.27,0.82
ANON-e72f18,2026-02-25 06:55:03,High-Conv,462.87,100.0,0.95
ANON-116770,2026-02-25 06:56:04,Checkout,209.36,67.09,0.94
ANON-7599ca,2026-02-25 06:59:20,Entrance,42.08,34.63,0.82
ANON-444293,2026-02-25 07:01:42,Checkout,155.96,61.68,0.94
ANON-e5789c,2026-02-25 07:01:47,Entrance,27.2,40.45,0.75
ANON-e26921,2026-02-25 07:04:52,Checkout,132.96,69.13,0.97
ANON-ace0d4,2026-02-25 07:04:58,High-Conv,214.12,75.62,0.93
ANON-c6a3f5,2026-02-25 07:06:26,Entrance,18.27,41.71,0.78
ANON-21502a,2026-02-25 07:10:00,Entrance,33.92,41.36,0.69
ANON-cb85cd,2026-02-25 07:11:55,Checkout,49.6,40.18,0.97
ANON-77454a,2026-02-25 07:12:44,Checkout,115.68,57.82,0.94
ANON-c1b893,2026-02-25 07:17:17,Checkout,85.22,58.98,0.88
ANON-e2b0fc,2026-02-25 07:18:51,Entrance,13.48,30.45,0.75
ANON-40a96b,2026-02-25 07:28:03,Entrance,23.57,44.96,0.87
ANON-fc4f53,2026-02-25 07:30:18,Checkout,4058.12,29.9835491842993,0.95
ANON-e2e285,2026-02-25 07:32:10,Checkout,156.22,62.05,0.93
ANON-b24889,2026-02-25 07:32:25,Checkout,113.32,75.41,0.9
ANON-c5f5f0,2026-02-25 07:34:05,High-Conv,218.8,84.34,0.89
ANON-8bac1b,2026-02-25 07:34:35,Checkout,109.19,58.72,0.97
ANON-118037,2026-02-25 07:36:51,High-Conv,149.56,67.59,0.95
ANON-5727e9,2026-02-25 07:40:16,Checkout,199.57,70.76,0.98
ANON-3c12c7,2026-02-25 07:40:24,Checkout,87.37,64.83,0.88
ANON-f1c908,2026-02-25 07:42:11,Entrance,46.44,43.43,0.73
ANON-84820f,2026-02-25 07:45:33,High-Conv,195.48,78.53,0.9
ANON-586209,2026-02-25 07:48:12,High-Conv,198.67,76.22,0.87
ANON-162f7d,2026-02-25 07:48:22,High-Conv,181.73,77.31,0.95
ANON-782db1,2026-02-25 07:49:02,Checkout,93.71,64.06,0.91
ANON-6ba2ad,2026-02-25 07:50:01,High-Conv,314.34,86.15,0.92
ANON-10a3f2,2026-02-25 07:51:05,Checkout,83.16,51.2,0.86
ANON-6200fd,2026-02-25 07:51:37,High-Conv,279.81,83.41,0.89
ANON-557e9f,2026-02-25 07:53:52,Checkout,149.09,71.6,0.9
ANON-c5d266,2026-02-25 07:57:30,Checkout,150.86,65.47,0.98
ANON-fa0639,2026-02-25 08:03:22,Checkout,18.27,39.73,0.99
ANON-4a6f32,2026-02-25 08:06:54,High-Conv,313.0,75.78,0.95
ANON-7b613d,2026-02-25 08:08:49,Checkout,132.27,71.46,0.92
ANON-8bbdab,2026-02-25 08:13:53,High-Conv,422.62,92.68,0.93
ANON-9867e9,2026-02-25 08:15:37,Entrance,15.15,30.84,0.85
ANON-c3e915,2026-02-25 08:17:56,Checkout,159.21,66.78,0.94
ANON-5d5834,2026-02-25 08:19:21,High-Conv,177.8,72.29,0.95
ANON-f41c65,2026-02-25 08:20:16,High-Conv,280.58,82.62,0.9
ANON-927b97,2026-02-25 08:21:25,Checkout,208.37,74.8,0.97
ANON-ba6630,2026-02-25 08:22:00,Entrance,16.94,33.23,0.8
ANON-fbbcc2,2026-02-25 08:26:20,High-Conv,245.3,77.71,0.97
ANON-7bd8d4,2026-02-25 08:28:26,Checkout,40.55,39.92,0.92
ANON-948605,2026-02-25 08:28:45,Checkout,95.19,57.25,0.89
ANON-ac0c68,2026-02-25 08:30:16,Checkout,72.79,58.36,0.94
ANON-a3e66c,2026-02-25 08:31:32,High-Conv,484.79,100.0,0.91
ANON-6d777d,2026-02-25 08:31:32,Checkout,184.31,82.8,0.95
ANON-712402,2026-02-25 08:33:39,Checkout,121.38,58.79,0.94
ANON-55bd49,2026-02-25 08:37:01,High-Conv,460.6,98.61,0.99
ANON-f529b8,2026-02-25 08:43:32,Entrance,18.5,37.64,0.67
ANON-655c73,2026-02-25 08:44:19,High-Conv,360.19,84.99,0.92
ANON-c69987,2026-02-25 08:46:07,High-Conv,177.61,69.75,0.86
ANON-12856c,2026-02-25 08:47:15,High-Conv,402.18,90.16,0.88
ANON-c7fdaf,2026-02-25 08:47:20,Entrance,25.68,43.58,0.77
ANON-4fbc2e,2026-02-25 08:47:43,Checkout,151.62,63.73,0.87
ANON-809109,2026-02-25 08:48:18,Entrance,24.59,38.21,0.78
ANON-2ff047,2026-02-25 08:51:55,Entrance,33.01,38.3,0.81
ANON-a9597a,2026-02-25 08:56:50,Checkout,95.05,53.49,0.98
ANON-ca8734,2026-02-25 08:59:13,High-Conv,298.0,79.81,0.94
ANON-b53dd8,2026-02-25 09:00:49,Checkout,121.76,52.95,0.86
ANON-f6e15a,2026-02-25 09:01:14,Checkout,181.02,69.87,0.9
ANON-816771,2026-02-25 09:07:33,High-Conv,323.73,82.71,0.89
ANON-c9188d,2026-02-25 09:14:26,Entrance,43.06,55.59,0.74
ANON-3cf170,2026-02-25 09:14:27,Entrance,40.96,48.46,0.87
ANON-b1b551,2026-02-25 09:16:08,High-Conv,18.44,31.04,0.96
ANON-53ed68,2026-02-25 09:17:10,Checkout,111.57,56.91,0.94
ANON-626463,2026-02-25 09:18:31,Entrance,40.06,44.8,0.79
ANON-14967c,2026-02-25 09:18:52,High-Conv,377.97,85.71,0.88
ANON-1b69a2,2026-02-25 09:21:15,High-Conv,187.37,83.9,0.97
ANON-a97422,2026-02-25 09:21:30,High-Conv,351.4,90.03,0.91
ANON-434452,2026-02-25 09:21:47,High-Conv,237.63,79.36,0.98
ANON-aaef10,2026-02-25 09:23:00,Checkout,157.08,67.39,0.99
ANON-0ac705,2026-02-25 09:24:36,High-Conv,370.85,85.66,0.94
ANON-bac84e,2026-02-25 09:28:11,High-Conv,488.88,100.0,0.98
ANON-16a9b1,2026-02-25 09:28:32,High-Conv,144.38,68.72,0.99
ANON-3236a5,2026-02-25 09:30:28,High-Conv,383.12,87.69,0.87
ANON-7ced34,2026-02-25 09:31:32,Checkout,105.58,68.16,0.89
ANON-3fbed2,2026-02-25 09:32:52,High-Conv,147.33,68.86,0.87
ANON-c5fa33,2026-02-25 09:38:30,High-Conv,217.81,79.6,0.86
ANON-413b4a,2026-02-25 09:39:26,High-Conv,341.7,96.04,0.91
ANON-43408b,2026-02-25 09:41:47,High-Conv,441.44,93.74,0.94
ANON-fa7657,2026-02-25 09:41:52,High-Conv,63.97,49.49,0.98
ANON-3a14b4,2026-02-25 09:42:02,High-Conv,242.14,84.0,0.93
ANON-2557c1,2026-02-25 09:46:05,High-Conv,250.65,72.27,0.95
ANON-c51dcb,2026-02-25 09:47:00,Checkout,202.45,80.62,0.9
ANON-5d5614,2026-02-25 09:48:46,Entrance,38.0,41.31,0.88
ANON-56a4c4,2026-02-25 09:51:25,Checkout,224.08,66.13,0.98
ANON-490493,2026-02-25 09:51:43,High-Conv,139.27,72.17,0.85
ANON-7a0e91,2026-02-25 09:51:49,High-Conv,164.93,68.58,0.98
ANON-0983ba,2026-02-25 09:57:54,Checkout,134.97,61.5,0.85
ANON-be4bcc,2026-02-25 10:01:39,Checkout,143.56,68.49,0.94
ANON-7487c9,2026-02-25 10:04:23,Entrance,22.78,34.88,0.79
ANON-fa8f45,2026-02-25 10:04:49,High-Conv,271.56,75.99,0.97
ANON-c8c742,2026-02-25 10:09:22,Checkout,134.29,66.56,0.99
ANON-e26158,2026-02-25 10:10:38,High-Conv,307.51,85.62,0.95
ANON-29f79a,2026-02-25 10:10:53,High-Conv,250.05,76.23,0.96
ANON-fd0c4a,2026-02-25 10:12:35,High-Conv,295.99,79.09,0.98
ANON-014009,2026-02-25 10:15:27,High-Conv,141.63,64.74,0.89
ANON-690cc2,2026-02-25 10:16:27,High-Conv,339.33,98.02,0.97
ANON-ce9a4e,2026-02-25 10:18:05,Entrance,30.54,43.04,0.72
ANON-243851,2026-02-25 10:20:38,Checkout,181.71,65.02,0.99
ANON-3fc4a6,2026-02-25 10:20:41,Checkout,78.82,61.64,0.92
ANON-a4361c,2026-02-25 10:21:01,Checkout,65.89,51.49,0.95
ANON-d4bb99,2026-02-25 10:21:28,High-Conv,309.21,86.72,0.92
ANON-6bc7cd,2026-02-25 10:22:13,High-Conv,309.46,78.45,0.93
ANON-8f5f8f,2026-02-25 10:27:44,High-Conv,258.55,77.8,0.98
ANON-9b8303,2026-02-25 10:31:52,Checkout,134.21,69.08,0.88
ANON-4b3c47,2026-02-25 10:33:42,High-Conv,397.59,87.03,0.89
ANON-a8f3e1,2026-02-25 10:35:43,Checkout,102.18,60.4,0.93
ANON-e9c4f6,2026-02-25 10:36:08,High-Conv,357.62,87.01,0.85
ANON-3aea48,2026-02-25 10:41:32,High-Conv,43.67,46.02,0.87
ANON-229fe5,2026-02-25 10:41:33,High-Conv,131.9,71.9,0.89
ANON-ef1389,2026-02-25 10:43:29,High-Conv,413.64,88.58,0.94
ANON-e889df,2026-02-25 10:43:52,High-Conv,159.2,76.6,0.99
ANON-9d77a5,2026-02-25 10:46:30,High-Conv,152.25,71.99,0.91
ANON-39c0ec,2026-02-25 10:53:08,Checkout,5.0,28.14,0.96
ANON-38b999,2026-02-25 10:53:33,High-Conv,304.88,88.83,0.92
ANON-3f5294,2026-02-25 10:55:43,Checkout,104.81,60.34,0.88
ANON-b2c67c,2026-02-25 10:56:00,Checkout,110.31,62.23,0.98
ANON-5db82b,2026-02-25 10:56:33,High-Conv,352.22,80.82,0.87
ANON-f07805,2026-02-25 10:57:17,Entrance,40.69,48.84,0.68
ANON-72b59c,2026-02-25 10:57:32,Checkout,40.52,42.7,0.89
ANON-0f4c7d,2026-02-25 10:59:54,Checkout,191.19,69.11,0.88
ANON-a44549,2026-02-25 11:02:42,Checkout,142.75,56.08,0.91
ANON-f22569,2026-02-25 11:03:09,High-Conv,254.93,81.96,0.93
ANON-bd0cdf,2026-02-25 11:04:44,High-Conv,136.05,62.65,0.92
ANON-29ed1a,2026-02-25 11:07:57,Checkout,206.76,82.89,0.95
ANON-11ae11,2026-02-25 11:08:38,Checkout,223.69,72.14,0.92
ANON-376984,2026-02-25 11:09:25,Checkout,174.27,74.57,0.89
ANON-be63e4,2026-02-25 11:09:54,Entrance,20.02,35.89,0.78
ANON-9e8b71,2026-02-25 11:14:11,High-Conv,305.56,85.49,0.89
ANON-6d310a,2026-02-25 11:18:00,Checkout,159.97,69.67,0.9
ANON-93cf14,2026-02-25 11:21:45,High-Conv,96.91,55.28,0.88
ANON-e65a04,2026-02-25 11:27:07,Checkout,98.85,68.37,0.98
ANON-4db884,2026-02-25 11:28:21,Entrance,32.47,40.34,0.8
ANON-62b68b,2026-02-25 11:28:39,High-Conv,220.2,76.6,0.89
ANON-e090d4,2026-02-25 11:29:58,Entrance,21.15,44.1,0.78
ANON-c6b133,2026-02-25 11:31:45,Entrance,22.36,29.94,0.84
ANON-e99241,2026-02-25 11:33:29,High-Conv,356.54,98.44,0.96
ANON-51ad19,2026-02-25 11:35:42,High-Conv,400.17,92.04,0.97
ANON-6f5cba,2026-02-25 11:36:43,High-Conv,130.97,60.96,0.89
ANON-31f622,2026-02-25 11:37:05,Checkout,118.38,63.88,0.86
ANON-109e4c,2026-02-25 11:40:01,High-Conv,461.89,95.6,0.91
ANON-d09292,2026-02-25 11:40:16,High-Conv,395.27,80.44,0.97
ANON-25f63c,2026-02-25 11:42:52,Checkout,229.06,79.06,0.87
ANON-cfb4dd,2026-02-25 11:45:33,Checkout,115.35,60.47,0.98
ANON-f6dc34,2026-02-25 11:47:45,Checkout,117.09,59.54,0.96
ANON-1c92a1,2026-02-25 11:51:34,Checkout,94.7,60.15,0.98
ANON-044a1b,2026-02-25 11:57:22,Entrance,17.71,30.98,0.78
ANON-ce41b9,2026-02-25 11:58:02,Checkout,122.8,54.68,0.9
ANON-92677b,2026-02-25 12:02:00,High-Conv,337.81,97.76,0.93
ANON-08ccd5,2026-02-25 12:04:49,Entrance,26.39,52.07,0.66
ANON-884fcb,2026-02-25 12:05:38,High-Conv,5.0,27.3,0.93
ANON-73408a,2026-02-25 12:07:51,Entrance,18.56,46.34,0.77
ANON-523787,2026-02-25 12:08:14,Entrance,41.01,51.36,0.74
ANON-23c9d9,2026-02-25 12:11:37,Checkout,164.9,73.85,0.97
ANON-5f57d7,2026-02-25 12:14:10,High-Conv,151.44,71.13,0.91
ANON-83caeb,2026-02-25 12:16:34,High-Conv,518.81,98.35,0.88
ANON-159d21,2026-02-25 12:20:13,Entrance,35.6,59.56,0.79
ANON-afa397,2026-02-25 12:22:18,Entrance,30.24,49.9,0.86
ANON-fe2df2,2026-02-25 12:22:30,Checkout,85.61,58.41,0.93
ANON-62d84d,2026-02-25 12:25:00,Checkout,166.13,72.14,0.88
ANON-fe34b5,2026-02-25 12:25:33,High-Conv,192.1,76.19,0.89
ANON-10c204,2026-02-25 12:28:01,High-Conv,326.17,89.08,0.99
ANON-2adb57,2026-02-25 12:28:19,Checkout,207.86,70.45,0.9
ANON-2e4c93,2026-02-25 12:36:05,High-Conv,220.83,73.5,0.91
ANON-abffdc,2026-02-25 12:37:21,Entrance,24.62,35.23,0.66
ANON-6b3b69,2026-02-25 12:38:25,Checkout,151.69,62.0,0.96
ANON-c4ebc1,2026-02-25 12:40:34,Checkout,136.49,61.12,0.95
ANON-8fc575,2026-02-25 12:42:57,Checkout,149.46,67.01,0.96
ANON-e746a6,2026-02-25 12:43:19,High-Conv,263.11,84.0,0.96
ANON-500fa0,2026-02-25 12:44:47,Checkout,120.66,64.31,0.93
ANON-8ae59d,2026-02-25 12:46:05,High-Conv,76.27,53.64,0.98
ANON-81eded,2026-02-25 12:46:10,Checkout,90.14,68.87,0.93
ANON-4e91fb,2026-02-25 12:47:11,High-Conv,314.42,82.65,0.99
ANON-d988af,2026-02-25 12:52:54,Entrance,35.68,49.02,0.84
ANON-d5b874,2026-02-25 12:54:22,High-Conv,299.74,86.04,0.86
ANON-d0e015,2026-02-25 12:56:50,High-Conv,467.71,94.35,0.99
ANON-34fd48,2026-02-25 12:58:25,Entrance,24.75,40.96,0.84
ANON-d70921,2026-02-25 13:00:44,Checkout,133.62,66.52,0.99
ANON-a64636,2026-02-25 13:03:28,Checkout,91.93,57.34,0.98
ANON-3ddf94,2026-02-25 13:06:33,High-Conv,4706.43,20.647854431855748,0.92
ANON-c0f2ae,2026-02-25 13:09:45,High-Conv,490.57,98.18,0.9
ANON-415c5c,2026-02-25 13:10:21,Checkout,131.41,63.24,0.86
ANON-5aeddb,2026-02-25 13:12:44,High-Conv,381.54,95.58,0.99
ANON-fd312e,2026-02-25 13:13:50,Checkout,209.16,79.24,0.91
ANON-c77895,2026-02-25 13:15:47,Entrance,13.28,23.67,0.69
ANON-924e0b,2026-02-25 13:16:42,High-Conv,183.0,75.83,0.92
ANON-128874,2026-02-25 13:16:44,Entrance,45.73,54.68,0.71
ANON-3dd293,2026-02-25 13:16:56,Entrance,19.74,32.74,0.86
ANON-560ca1,2026-02-25 13:22:12,Checkout,124.88,64.28,0.92
ANON-e13c2e,2026-02-25 13:22:55,Checkout,161.81,70.65,0.87
ANON-860394,2026-02-25 13:25:36,Entrance,25.35,32.55,0.78
ANON-63ad65,2026-02-25 13:25:56,High-Conv,234.89,80.41,0.88
ANON-b7f253,2026-02-25 13:28:45,Entrance,23.79,32.43,0.8
ANON-cc231a,2026-02-25 13:28:51,Entrance,44.53,52.54,0.67
ANON-158573,2026-02-25 13:29:54,High-Conv,322.17,79.43,0.86
ANON-9bcb4c,2026-02-25 13:30:36,High-Conv,220.02,79.54,0.94
ANON-22c4d6,2026-02-25 13:34:02,High-Conv,165.72,59.02,0.95
ANON-570b1d,2026-02-25 13:34:22,High-Conv,184.33,70.32,0.98
ANON-cf5ed8,2026-02-25 13:35:10,High-Conv,453.7,95.19,0.97
ANON-cefbe0,2026-02-25 13:36:43,Checkout,146.54,64.65,0.97
ANON-3254eb,2026-02-25 13:37:00,High-Conv,302.63,80.58,0.89
ANON-12bb31,2026-02-25 13:41:39,Entrance,34.98,43.87,0.7
ANON-ef256e,2026-02-25 13:41:59,High-Conv,421.86,86.85,0.91
ANON-086520,2026-02-25 13:42:41,Checkout,82.32,54.76,0.85
ANON-364095,2026-02-25 13:51:17,Checkout,55.21,54.33,0.91
ANON-0fb93c,2026-02-25 13:53:15,Entrance,25.92,44.14,0.79
ANON-598177,2026-02-25 13:53:26,High-Conv,568.71,100.0,0.86
ANON-2239a5,2026-02-25 13:53:51,High-Conv,261.7,76.51,0.95
ANON-301fb0,2026-02-25 13:56:56,Checkout,130.13,62.48,0.88
ANON-5ea093,2026-02-25 14:03:44,High-Conv,375.68,89.67,0.95
ANON-1dcdc3,2026-02-25 14:04:52,High-Conv,70.99,52.29,0.86
ANON-0e5dac,2026-02-25 14:05:23,High-Conv,136.91,64.18,0.93
ANON-6c62e6,2026-02-25 14:06:02,Entrance,47.34,49.77,0.84
ANON-2d12d3,2026-02-25 14:06:29,Entrance,36.93,42.71,0.75
ANON-a64d06,2026-02-25 14:08:10,High-Conv,286.45,75.83,0.89
ANON-7cc722,2026-02-25 14:08:38,High-Conv,119.11,51.45,0.86
ANON-166d0d,2026-02-25 14:09:16,Entrance,37.51,46.93,0.81
ANON-403af3,2026-02-25 14:09:16,High-Conv,179.71,77.99,0.96
ANON-fb3e66,2026-02-25 14:12:40,High-Conv,264.1,79.42,0.93
ANON-4e88be,2026-02-25 14:13:00,High-Conv,251.79,88.02,0.97
ANON-185bf2,2026-02-25 14:13:56,Checkout,108.97,63.31,0.88
ANON-d7d1f7,2026-02-25 14:16:35,High-Conv,146.18,74.64,0.91
ANON-889b7c,2026-02-25 14:16:37,High-Conv,403.19,94.34,0.92
ANON-bb2708,2026-02-25 14:17:19,Checkout,89.5,61.87,0.88
ANON-c86c0c,2026-02-25 14:19:06,Checkout,111.38,61.5,0.97
ANON-f1c9ae,2026-02-25 14:20:56,Checkout,160.9,55.86,0.92
ANON-08396b,2026-02-25 14:26:12,Checkout,130.14,64.27,0.99
ANON-77a7db,2026-02-25 14:27:19,Checkout,100.76,62.4,0.95
ANON-f1856c,2026-02-25 14:30:14,High-Conv,295.54,81.97,0.86
ANON-9ad5cd,2026-02-25 14:30:26,Checkout,144.78,65.81,0.96
ANON-878fc3,2026-02-25 14:30:38,Entrance,33.74,49.29,0.82
ANON-3dc346,2026-02-25 14:32:13,High-Conv,458.98,99.06,0.86
ANON-06964e,2026-02-25 14:34:33,Checkout,176.59,73.37,0.9
ANON-6f921b,2026-02-25 14:37:34,High-Conv,191.19,70.67,0.86
ANON-eb42c1,2026-02-25 14:40:38,Entrance,20.43,43.0,0.7
ANON-c34fb2,2026-02-25 14:41:27,Checkout,217.08,79.2,0.85
ANON-b7827e,2026-02-25 14:41:51,High-Conv,338.86,81.92,0.97
